"OTU"	"Sample"	"Abundance"	"perc_SWHC"	"soil_type"	"block"	"product_name"	"cog_access"	"cog_name"	"cog_function"	"cog_category"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"gene_id_1760874"	"DL_50_4"	391	"50"	"DL"	"4"	"PinR"	"COG1961"	"PinR"	"Site-specific recombinases, DNA invertase Pin homologs"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1760917"	"DL_50_4"	389	"50"	"DL"	"4"	"dnaB"	"COG0305"	"DnaB"	"Replicative DNA helicase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2456487"	"DL_50_2"	370	"50"	"DL"	"2"	"K06919"	"COG3378"	"COG3378"	"Phage associated DNA primase"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_4244478"	"DL_50_3"	370	"50"	"DL"	"3"	"Tra5"	"COG2801"	"Tra5"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces hygroscopicus"
"gene_id_11955491"	"IR_5_5"	347	"5"	"IR"	"5"	"Smc"	"COG1196"	"Smc"	"Chromosome segregation ATPases"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cyaneogriseus"
"gene_id_2456578"	"DL_50_2"	347	"50"	"DL"	"2"	"COG5323"	"COG5323"	"COG5323"	"Uncharacterized conserved protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_1760882"	"DL_50_4"	334	"50"	"DL"	"4"	"COG5377"	"COG5377"	"COG5377"	"Phage-related protein, predicted endonuclease"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_917230"	"DL_50_2"	330	"50"	"DL"	"2"	"COG0675"	"COG0675"	"COG0675"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. CNQ-509"
"gene_id_1760883"	"DL_50_4"	327	"50"	"DL"	"4"	"recT"	"COG3723"	"RecT"	"Recombinational DNA repair protein (RecE pathway)"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_11678057"	"DL_5_2"	319	"5"	"DL"	"2"	"COG4626"	"COG4626"	"COG4626"	"Phage terminase-like protein, large subunit"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_2456507"	"DL_50_2"	304	"50"	"DL"	"2"	"recT"	"COG3723"	"RecT"	"Recombinational DNA repair protein (RecE pathway)"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_11678059"	"DL_5_2"	293	"5"	"DL"	"2"	"COG4695"	"COG4695"	"COG4695"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_2456508"	"DL_50_2"	293	"50"	"DL"	"2"	"COG5377"	"COG5377"	"COG5377"	"Phage-related protein, predicted endonuclease"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_1760890"	"DL_50_4"	287	"50"	"DL"	"4"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_11678071"	"DL_5_5"	273	"5"	"DL"	"5"	"COG5412"	"COG5412"	"COG5412"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_2456505"	"DL_50_2"	272	"50"	"DL"	"2"	"dnaQ"	"COG0847"	"DnaQ"	"DNA polymerase III, epsilon subunit and related 3'-5' exonucleases"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_4913011"	"DL_50_4"	267	"50"	"DL"	"4"	"COG5412"	"COG5412"	"COG5412"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Frankiaceae"	"Frankia"	"Frankia sp. EAN1pec"
"gene_id_1760989"	"DL_50_4"	263	"50"	"DL"	"4"	"K03710"	"COG2188"	"PhnF"	"Transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_12636874"	"IR_50_5"	259	"50"	"IR"	"5"	"COG5412"	"COG5412"	"COG5412"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Kineosporiaceae"	"Kineococcus"	"Kineococcus radiotolerans"
"gene_id_9051921"	"DL_5_1"	258	"5"	"DL"	"1"	"K06904"	"COG3740"	"COG3740"	"Phage head maturation protease"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_11678060"	"DL_5_4"	250	"5"	"DL"	"4"	"K06904"	"COG3740"	"COG3740"	"Phage head maturation protease"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_1760884"	"DL_50_4"	233	"50"	"DL"	"4"	"dnaQ"	"COG0847"	"DnaQ"	"DNA polymerase III, epsilon subunit and related 3'-5' exonucleases"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_4354803"	"DL_5_1"	232	"5"	"DL"	"1"	"COG3953"	"COG3953"	"COG3953"	"SLT domain proteins"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces autolyticus"
"gene_id_12636869"	"DL_50_1"	231	"50"	"DL"	"1"	"RfaG"	"COG0438"	"RfaG"	"Glycosyltransferase"	"Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Kineosporiaceae"	"Kineococcus"	"Kineococcus radiotolerans"
"gene_id_11700123"	"DL_5_2"	229	"5"	"DL"	"2"	"COG5280"	"COG5280"	"COG5280"	"Phage-related minor tail protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Actinosynnema"	"Actinosynnema mirum"
"gene_id_1760970"	"DL_50_4"	205	"50"	"DL"	"4"	"COG2856"	"COG2856"	"COG2856"	"Predicted Zn peptidase"	"Amino acid transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1760915"	"DL_50_4"	201	"50"	"DL"	"4"	"PhnF"	"COG2188"	"PhnF"	"Transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1760914"	"DL_50_4"	190	"50"	"DL"	"4"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1760847"	"DL_50_4"	189	"50"	"DL"	"4"	"mec"	"COG1310"	"COG1310"	"Predicted metal-dependent protease of the PAD1/JAB1 superfamily"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2456437"	"DL_50_2"	187	"50"	"DL"	"2"	"PinR"	"COG1961"	"PinR"	"Site-specific recombinases, DNA invertase Pin homologs"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_12652408"	"DL_50_3"	176	"50"	"DL"	"3"	"ftsK, spoIIIE"	"COG1674"	"FtsK"	"DNA segregation ATPase FtsK/SpoIIIE and related proteins"	"Cell division and chromosome partitioning"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Nocardia"	"Nocardia farcinica"
"gene_id_10223880"	"DL_50_4"	170	"50"	"DL"	"4"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. JS623"
"gene_id_307710"	"DL_50_3"	169	"50"	"DL"	"3"	"COG3464"	"COG3464"	"COG3464"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_4354790"	"IR_5_2"	165	"5"	"IR"	"2"	"COG4695"	"COG4695"	"COG4695"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces autolyticus"
"gene_id_4354788"	"IR_5_2"	163	"5"	"IR"	"2"	"COG4626"	"COG4626"	"COG4626"	"Phage terminase-like protein, large subunit"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces autolyticus"
"gene_id_3060190"	"DL_50_2"	162	"50"	"DL"	"2"	"UbiH"	"COG0654"	"UbiH"	"2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases"	"Coenzyme metabolism / Energy production and conversion"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	"Novosphingobium pentaromativorans"
"gene_id_1909492"	"DL_50_3"	158	"50"	"DL"	"3"	"COG4584"	"COG4584"	"COG4584"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. 769"
"gene_id_4263771"	"DL_50_3"	157	"50"	"DL"	"3"	"COG4644"	"COG4644"	"COG4644"	"Transposase and inactivated derivatives, TnpA family"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces pactum"
"gene_id_1760988"	"DL_50_4"	155	"50"	"DL"	"4"	"PhnF"	"COG2188"	"PhnF"	"Transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_931582"	"DL_50_3"	154	"50"	"DL"	"3"	"pdtaS"	"COG3920"	"COG3920"	"Signal transduction histidine kinase"	"Signal transduction mechanisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Kitasatospora"	"Kitasatospora setae"
"gene_id_10852633"	"DL_50_3"	150	"50"	"DL"	"3"	"ArgE"	"COG0624"	"ArgE"	"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases"	"Amino acid transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_12787166"	"DL_50_4"	147	"50"	"DL"	"4"	"K07497"	"COG2801"	"Tra5"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces aureofaciens"
"gene_id_12787166"	"DL_5_1"	144	"5"	"DL"	"1"	"K07497"	"COG2801"	"Tra5"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces aureofaciens"
"gene_id_10283559"	"DL_50_3"	143	"50"	"DL"	"3"	"ABC.MS.S"	"COG1653"	"UgpB"	"ABC-type sugar transport system, periplasmic component"	"Carbohydrate transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces griseochromogenes"
"gene_id_2438666"	"DL_50_3"	131	"50"	"DL"	"3"	"AtoD"	"COG1788"	"AtoD"	"Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit"	"Lipid metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11728863"	"DL_50_3"	128	"50"	"DL"	"3"	"VirB4"	"COG3451"	"VirB4"	"Type IV secretory pathway, VirB4 components"	"Intracellular trafficking and secretion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_7297210"	"DL_50_3"	127	"50"	"DL"	"3"	"adhP"	"COG1064"	"AdhP"	"Zn-dependent alcohol dehydrogenases"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11678057"	"DL_5_5"	125	"5"	"DL"	"5"	"COG4626"	"COG4626"	"COG4626"	"Phage terminase-like protein, large subunit"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_4444107"	"DL_50_3"	124	"50"	"DL"	"3"	"TauC"	"COG0600"	"TauC"	"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component"	"Inorganic ion transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces lydicus"
"gene_id_9051924"	"DL_5_3"	124	"5"	"DL"	"3"	"COG4626"	"COG4626"	"COG4626"	"Phage terminase-like protein, large subunit"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_6998373"	"DL_50_3"	123	"50"	"DL"	"3"	"COG0433"	"COG0433"	"COG0433"	"HerA helicase"	"Replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharothrix"	"Saccharothrix espanaensis"
"gene_id_4300419"	"DL_50_3"	121	"50"	"DL"	"3"	"AprE"	"COG1404"	"AprE"	"Subtilisin-like serine proteases"	"Posttranslational modification, protein turnover, chaperones"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces incarnatus"
"gene_id_4649377"	"DL_50_3"	119	"50"	"DL"	"3"	"GloB"	"COG0491"	"GloB"	"Zn-dependent hydrolases, including glyoxylases"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Micromonospora"	"Micromonospora echinaurantiaca"
"gene_id_4284843"	"DL_50_3"	117	"50"	"DL"	"3"	"COG4928"	"COG4928"	"COG4928"	"Predicted P-loop ATPase"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_2626412"	"DL_5_1"	116	"5"	"DL"	"1"	"Pcm"	"COG2518"	"Pcm"	"Protein-L-isoaspartate carboxylmethyltransferase"	"Posttranslational modification, protein turnover, chaperones"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharothrix"	"Saccharothrix espanaensis"
"gene_id_4598001"	"DL_50_3"	116	"50"	"DL"	"3"	"UGP2, galU, galF"	"COG1210"	"GalU"	"UDP-glucose pyrophosphorylase"	"Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Pseudonocardia"	"Pseudonocardia dioxanivorans"
"gene_id_11041130"	"DL_50_3"	115	"50"	"DL"	"3"	"cydB"	"COG1294"	"AppB"	"Cytochrome bd-type quinol oxidase, subunit 2"	"Energy production and conversion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_4951779"	"IR_5_2"	112	"5"	"IR"	"2"	"parB, spo0J"	"COG1475"	"Spo0J"	"Stage 0 sporulation protein J (antagonist of Soj) containing ParB-like nuclease domain"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces leeuwenhoekii"
"gene_id_11676784"	"DL_50_3"	111	"50"	"DL"	"3"	"NagC"	"COG1940"	"NagC"	"Transcriptional regulator/sugar kinase"	"Transcription / Carbohydrate transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Kitasatospora"	"Kitasatospora setae"
"gene_id_12652412"	"DL_50_3"	111	"50"	"DL"	"3"	"XerD"	"COG4974"	"XerD"	"Site-specific recombinase XerD"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Nocardia"	"Nocardia farcinica"
"gene_id_4354790"	"DL_5_1"	111	"5"	"DL"	"1"	"COG4695"	"COG4695"	"COG4695"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces autolyticus"
